"trackid","DisasterID","DisasterName","lastname","firstname","dob","age","sex","uniqueID","imgptr","agency","agentID","agentname","agentcontactinfo","agentnote","searchername","searchernote","searchercontactinfo"
"MOTES0000","201104ALabama","Alabama Tornador of April 2011","Motes","John",11/21/1975 0:00:00,37,"M",,"7m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Motes was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SWEENE0000","201104ALabama","Alabama Tornador of April 2011","Sweeney","Jane",12/17/1976 0:00:00,36,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Sweeney came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"BORDEN0000","201104ALabama","Alabama Tornador of April 2011","Borden","John",10/2/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Borden was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"NABORS0001","201104ALabama","Alabama Tornador of April 2011","Nabors","Jane",10/1/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Nabors came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MALONE0000","201104ALabama","Alabama Tornador of April 2011","Malone","John",7/6/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Malone was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"SMITH0007","201104ALabama","Alabama Tornador of April 2011","Smith ","John",9/25/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Smith  was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WOEBER0000","201104ALabama","Alabama Tornador of April 2011","Woeber","John",9/25/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Woeber was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MASHBU0000","201104ALabama","Alabama Tornador of April 2011","Mashburn","Jane",11/6/1974 0:00:00,38,"F",,"8f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Mashburn came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"RIGGS0000","201104ALabama","Alabama Tornador of April 2011","Riggs","Jane",9/4/1966 0:00:00,46,"F",,"6f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Riggs came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"VELASQ0002","201104ALabama","Alabama Tornador of April 2011","Velazquez","John",5/13/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Velazquez was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"HAYES0000","201104ALabama","Alabama Tornador of April 2011","Hayes","John",7/27/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Hayes was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MASSEY0001","201104ALabama","Alabama Tornador of April 2011","Massey","John",3/15/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Massey was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"WILBAN0000","201104ALabama","Alabama Tornador of April 2011","Wilbanks","Jane",10/17/1967 0:00:00,45,"F",,"5f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Wilbanks came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"WHITE0001","201104ALabama","Alabama Tornador of April 2011","White","John",6/13/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John White was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"TORBER0001","201104ALabama","Alabama Tornador of April 2011","Torbert","John",8/10/1982 0:00:00,30,"M",,"0m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Torbert was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BRIGHT0000","201104ALabama","Alabama Tornador of April 2011","Bright","Jane",6/26/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Bright came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"JASSO0000","201104ALabama","Alabama Tornador of April 2011","Jasso","Jane",8/30/1975 0:00:00,37,"F",,"7f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Jasso came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"LETSON0000","201104ALabama","Alabama Tornador of April 2011","Letson","Jane",6/22/1979 0:00:00,33,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Letson came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"PARRIS0000","201104ALabama","Alabama Tornador of April 2011","Parrish","John",10/15/1981 0:00:00,31,"M",,"1m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Parrish was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"BLANKE0000","201104ALabama","Alabama Tornador of April 2011","Blankenship","Jane",5/23/1969 0:00:00,43,"F",,"3f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Blankenship came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"COLE0001","201104ALabama","Alabama Tornador of April 2011","Cole","John",9/17/1975 0:00:00,37,"M",,"7m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Cole was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"NAPPIE0000","201104ALabama","Alabama Tornador of April 2011","Nappier","John",1/10/1970 0:00:00,42,"M",,"2m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Nappier was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"DUTTON0002","201104ALabama","Alabama Tornador of April 2011","Dutton","Jane",6/22/1982 0:00:00,30,"F",,"0f","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","Jane Dutton came to our mobile station at the corner of Spring and Danville Road.  I took the photo shown in this page. She shows no sign of injuries.  Currently, she said she is staying with her aunt in Cullman, Al",,,
"MARTIN0011","201104ALabama","Alabama Tornador of April 2011","Martin","John",12/11/1978 0:00:00,34,"M",,"4m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Martin was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"MAY0000","201104ALabama","Alabama Tornador of April 2011","May","John",8/31/1976 0:00:00,36,"M",,"6m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John May was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
"CERVAN0000","201104ALabama","Alabama Tornador of April 2011","Cervantes","John",2/10/1977 0:00:00,35,"M",,"5m","Red Cross - Alabama","AL32154","Jennifer Carter","256-555-1212","John Cervantes was digging what was his residence 2 days after the disaster.  I took the photo shown in this page. He suffer from just minor scratches around his left arm. So far he has no means of contacting family members. He is currently staying at a temporary shelter at Austin High School",,,
